,commentCount,dislikeCount,favoriteCount,likeCount,v_id,v_title,viewCount
23,3,3,0,54,DWh8yymP3Vs,Witty - Dorado (En Vivo @ Vibras),2418
24,29,6,0,130,MRYTbdRSb_4,Daily Challenge 04.26.2017 - Witty Wednesday - Pvz Heroes Challenge,9273
25,102,137,0,888,kktZseUWblc,Isaac Witty Stand-Up 03/05/14,101826
26,0,1,0,9,MV5twOhe6Lo,"Ba mugumu  WITTY WITTY  ""New Ugandan Music / Video 2010"" HD ""saM yigA / UGXTRA""",10277
27,3920,585,0,49111,Wof6pvlfvKY,Witt Lowry - Kindest Regards (Official Music Video),4084539
28,17,8,0,161,ac-m3SLlQOw,ESP-8266 Witty. Метеостанция за 5 минут.,11643
29,14,6,0,193,tnvqso5FjtI,ESP 8266 ESP-12E Witty. NodeMCU Первая прошивка через Arduino IDE,9696
30,26,1,0,169,AlD3DdATObM,Новая плата ESP8266 Witty.,14724
31,0,2,0,110,tkChqnUzHeQ,Shahrukh Khan's SMART & WITTY answer to the media's question.,15042
32,0,0,0,6,zSNmyuAYzLI,witty tarbox :: lockhouse distillery :: 04.08.2017,180
33,0,0,0,29,4A9l9EVk0C8,Minecraft Xbox One - Operation Bedrock Livestream #38 - Witty Title.,244
34,14,,0,,VzyeYqCMR0Y,"Shahrukh Khan's charming, witty, & funny replies at a press conference",43350
35,314,86,0,8047,CQxVcSLQCK4,Witty - Like I Do (Prod. Tido Vegas),930805
36,658,151,0,8164,icsaWCCn0q4,Witt Lowry - You (Prod. by B Lett),932808
37,9,7,0,153,xqkL00Y9bRo,Witty - Cyborg Casserole (Lyrics),16902
38,3,2,0,75,UiEB9RRxNGo,Clever and Witty Animals! | Video Digest,1786
39,463,69,0,7218,B7SwUQUP3n4,Witt Lowry - Leave ft. Trippz Michaud (Prod. By Redhooknoodles),865169
40,1002,374,0,10907,9syO1bHeymc,Conan O'Brien: How To Be Witty,395205
41,310,32,0,177,uN9feObGQ3w,APRIL FAVORITES!! | 2017 | Philippines | Witty Girl,5852
42,5,3,0,115,-rH3OJ71934,Tiny Tattoos Who Love Minimalism By Witty Button,2057
43,381,71,0,413,kGM0Unth0VY,How to get FREE Products | ft. SampleRoom Haul | Philippines | Witty Girl,20555
44,33,37,0,958,iC6wvsO2HfQ,Witty - Dinner For Two (Prod. by Dan Haynes),142329
45,56,22,0,1874,6vXHKWXPjmc,Witty Lowry - Lay Here (Prod. By Tido Vegas) (Lyrics),198284
46,165,7,0,1513,ZX0xLZE3J_8,Silly Witty Merlin (Crack Video 2),46354
47,48,12,0,254,-BGcUVFvz5s,HOW TO BE WITTY LIKE HANK MOODY,28272
48,297,44,0,3319,sHVhKUGeQtk,Duhh Harro?! - WITTY SMITTY!,229492
49,619,314,0,15710,2ZcnXjt7Y98,Witt Lowry - Kindest Regards (Prod. Dan Haynes) (Lyrics),1759235
,commentCount,dislikeCount,favoriteCount,likeCount,v_id,v_title,viewCount
0,284,25,0,2013,uK60he06Ubg,"INJUSTICE 2 COMIC NARRADO PARTE 7 ""HARLEY QUINN Vs RA'S AL GHUL"" @comics Tj",40890
1,124,102,0,515,VSd8QSA__jk,Pokemon Comic Dub HUGE COMPILATION (The BEST Pokemon Comic Dubs) #2,52204
2,135,16,0,773,0CRb_G3LkPc,MLP Comic Dub - Wrong Time for a Joke (Saucy Comedy),15442
3,261,25,0,966,q_yYfKBYbE0,【 Undertale Animation Dubs #8 】Epic Undertale Comic dub Compilation Movie,61843
4,104,30,0,646,dp2jCqQSA2A,THOR RAGNAROK PARTE 3/Final COMIC NARRADO @Comic Tj @El Batsi @Alejozaaap,11223
5,191,32,0,949,7oXfmFgS7rE,Sans meet Bendy【 Bendy and the Ink Machine Comic Dub - BATIM COMIC DUB】,32528
6,262,12,0,1858,RcaSZMXKNFA,"INJUSTICE 2 COMIC NARRADO PARTE 6 ""LA HIJA DE BATMAN?"" @comics Tj",45384
7,126,17,0,883,hRobVr1pAro,"""How do you feel about your Diamond?"" 【Steven Universe Comic Dub】",24062
8,20,2,0,140,SXRWhMaFsrQ,Millie Bobby Brown - Argentina Comic Con (26-5-17),4361
9,22,2,0,212,RN2mNXJjCNM,Miraculous Ladybug Comic - i love her,4461
10,50,19,0,633,M3Sd1GPTIBY,What Comic Fans Know About Star-Lord That You Don't,16888
11,57,8,0,115,SluPYCaXdBQ,Comic con 2017 Argentina Cosplay,4004
12,115,16,0,1134,6Eym4oOBonk,Jasper's Nightmare 【 Steven Universe Comic Dub 】,17860
13,35,12,0,235,egg3hXo7q6k,"""Sorry i love someone else"" PART 1 -  Miraculous ladybug comic",3195
14,169,21,0,1950,7e16M02ZSdk,Bendy and the ink machine: Un Angel?! - Comic dub Español Latino,40909
15,2790,45,0,8673,bwOJAJ_Jeik,Handplates Part 10 (Undertale Comic Dub) (Season 2 Episode 1),127607
16,103,15,0,425,I8Bnv5sWjOc,[Pirates of the Caribbean 5 Review]comic world daily,24525
17,68,6,0,215,QXQKzGu8h6I,"My Desire [Overwatch Comic Dub] 1,000 Subscribers!",5141
18,765,296,0,7653,LB23JbRhgrU,10 Comic Book Plots That Will Never Be Resolved,451517
19,59,8,0,576,6FMP1ZYygns,"Bendy and The Ink Machine - Comic Dub: ""Be a better Sheep""",33004
20,371,308,0,848,q_H1hnZF7-c,99.99% WILL LAUGH! HILARIOUS Undertale TRY NOT TO LAUGH CHALLENGE (Comic Dubs Edition),74709
21,24,2,0,40,6pR18tiIhzo,Comic con 2017 Argentina Cosplay #2,1221
22,1,0,0,11,-AHgK9OlS_4,Sigue el streaming de Comic Con Chile,71654
23,244,20,0,2823,MXogHVj0c5A,Boris Kills Bendy (Bendy and the Ink Machine Comic Dub),45486
24,82,8,0,92,srCcUkI5pmo,Pokemon Comic Dub HUGE COMPILATION (The BEST Pokemon Comic Dubs) #3,7188
25,14462,395,0,60105,p65V3gZAbtE,The First Comic I EVER Made,2901922
26,162,20,0,994,n7R9vurNyRA,"""ChatBlanc Vs Ladybug"" Miraculous Ladybug Comic Dub Part 2",21546
27,291,26,0,2393,JZyMC0Y6t1Q,The Walking Dead Motion Comic: 'Days Gone By' Volume 1,27212
28,19,2,0,443,uzc5NUuOeCE,Miraculous Ladybug Comic - Marichat The Stray,9907
29,189,21,0,854,PO7bu5hTsrY,【 Undertale Animation Dubs #7 】Epic Undertale Comic dub Compilation Movie,38313
30,34,7,0,437,LUmzz-SsgW0,"Comic Sans, la tipografía más popular (y odiada)",6252
31,69,5,0,317,0UR5xo-pSBg,สงครามแห่งชัยชนะ[ Secret Wars 1984 Part 2]comic world daily,19527
32,124,7,0,371,Xhr6j04JjDE,[MLP Comic Dub] Flurry Heart's Day Off - Comic by Shoutingisfun,3792
33,27,6,0,453,bdaIRLct74g,Miraculous Ladybug Comic - the Rooftop Kiss,11137
34,262,38,0,725,zpFLa8HFkbw,【 BATIM Comic Animation #22 】ANGEL Bendy And The Ink Machine Comic dub Compilation,48779
35,51,6,0,256,Zpd61VUzcpI,เหล่าฮีโร่แตกแยก[ Secret Wars 1984 Part 3]comic world daily,14140
36,11,0,0,44,T8CVMizcwRM,The Walking Dead - Dias Passados - Filme Completo - Dublado Motion Comic ( Image Comics ) 🎬,352
37,257,58,0,1557,_p4bJ-NBdHw,【 Undertale Animation Dubs #5 】Epic Undertale Comic dub Compilation Movie,116673
38,211,1,0,766,sRR0380cS_M,Overwatch comic dub: cosplay,11181
39,769,56,0,6051,3E7ta-0OgDw,Undertale AU Mashup! (Undertale Comic Dub),103016
40,25,25,0,227,zEbPxLnRZuY,SEXIEST MIRACULOUS LADYBUG COMIC DUBS COMPILATION! (BEST COMIC DUB),16485
41,174,46,0,1604,XTs6yIeZ21I,el comic de FLECHA VERDE Y LINTERNA VERDE que cambio al mundo - zaaap,29282
42,6,7,0,203,2ywBc_AK9lQ,When Adrien be like Vikings - Miraculous Ladybug comic,7785
43,111,15,0,906,R-pE1TAKlEE,"""Haru's Beautiful Betrayal"" Persona 5 Comic Dub",12420
44,179,16,0,1466,WNnryvjM-p4,A True Hero Until The End [Underswap Comic Dub],34340
45,63,7,0,535,nnXCVmxKnME,(Overwatch Comic Dub) Genji Cat-Episode 3!!!,19255
46,810,322,0,7009,aVQPwRlZWdA,10 Most Powerful Comic Book Panels Of All Time,366541
47,205,21,0,453,KcX0q4pW8oo,EPIC BENDY AND THE INK MACHINE COMIC DUB COMPILATION! BATIM COMIC DUBS,20222
48,1433,235,0,7637,TUAsv14Ot0E,Top 10 Most Violent Comic Books,356449
49,10,5,0,226,eqhXUD55GaI,FUNNY VS SAD MIRACULOUS LADYBUG COMIC DUBS & SHORTS! - [MARINETTE AND ADRIEN LOVE],11259
,commentCount,dislikeCount,favoriteCount,likeCount,v_id,v_title,viewCount
0,9,3,0,72,JbBxlGuEs9k,Hilarious Home Video of Droll Yankee Squirrel Flipper Feeder,50266
1,5,0,0,3,PtwuK1Xgrcw,brujun droll. Ma Fiancée,758
2,1,1,0,8,yQRtYRSvd5E,Types of bird feeders birds they attract from Droll Yankees,2001
3,0,0,0,0,ELsvNRb9QHU,Metallica droll,11857
4,7,7,0,75,8VPgOfKxfSc,Лучшие приколы EXTRA BONUS №2 #Droll Video | На стоке валим боком,7701
5,3,0,0,5,a8MJeeLZuww,IMVU Shopping: Lets look like Droll today,127
6,0,2,0,1,54Iu9G3B_4A,Droll Yankees - X-1B Seed Saver,3115
7,229,21,0,932,Z8hRAsalLiE,James Droll - Wall,52370
8,0,0,0,3,biJizl-pmYs,Droll Yankees - Yankee Tipper,4560
9,1,0,0,15,mJMpcVUJYSY,Droll Yankees line of Bird Feeders,6014
10,,,0,,7G8bMPaqUTw,Droll Yankees Squirrel Proof Tipper Feeder,32590
11,23,12,0,50,NSGb1qfXvjA,Droll & ZaBaX - Still Alive (Music Video),3637
12,0,0,0,3,GqZRHZLLdwM,11/26/2016 Spanish Moon Performance - Droll,139
13,15,16,0,213,K3Ut-BA6WW4,Droll Yankees - Yankee Family of Squirrel-Proof Feeders,62121
14,3,0,0,26,mP_YGuyKAvs,Droll - Still Sippin,5677
15,128,14,0,357,UavlXSd2060,Yu-Gi-Oh! How Good is Droll & Lock Bird? (vs. Zoodiac),11753
16,0,0,0,2,_vkj2Sw4VCM,Droll - Lie2Me (Ft. Slim Spitta) (Flesh Killed Droll Mixtape),77
17,5,3,0,36,toOT3eqV_3c,Лучшие приколы EXTRA BONUS №4 #Droll Video | Фильм ужасов,2757
18,0,0,0,1,0bKybiCuqrY,salon droll - san marino live,226
19,0,0,0,2,T4-u1j4Pv7U,Droll Yankees Yankee Whipper - For the Wild Birds,1690
20,1,0,0,42,r0LIH4A42S8,Le Droll vs Nes Tribe - Tous Kill,7011
21,2,0,0,10,DvZ9pOetdB4,"Droll - 01 - Into The Light (feat. T_Slick, Lil Sam, & Anna)",1855
22,6,4,0,22,8zbOJbsKCpE,Droll Yankee Family Video,17997
23,0,0,0,2,Hd_g3LhHBWA,Droll Man - A Great day to be a Fish,41
24,21,3,0,82,DW8O5r_vZGg,Lil $am & Droll - Tears On Her Pillow (feat. Rob Grounds),7118
25,3,0,0,20,BzRqe4JJzBU,Rose Droll - Learn,1119
26,17,2,0,28,CHELBkA4nkk,Squirrel vs. Droll Yankee Whipper,22378
27,0,0,0,7,wfsJcYy_Jp0,Droll Yankee Products,1007
28,0,0,0,9,JGB1VT1kCWQ,pal denes ott van droll,84440
29,48,1,0,96,jXHCLG6M7v0,Droll & Lock Bird Best Hand Trap vs Meta,4604
30,0,0,0,11,2w6uIFLxFEI,[HD] Squirrel Tries to Outsmart Droll Yankee Bird Feeder,5002
31,372,287,0,14876,1EvEQ_P-tPk,GTA V HEIST #1 - Kaiko - Sheo - Droll / PREZENTACJA EKIPY - Cheater do Overwatch ?,409858
32,7,3,0,34,7VX9gvR75W0,Droll Yankees - Yankee Flipper Power Stick Replacement,33576
33,1,1,0,2,d4sH5NE3Q_g,Droll Yankee Flipper beats squirrel.,437
34,2,3,0,19,E9ggK2XIx50,Droll - Honest (Remix),725
35,0,0,0,3,OjsTloR1NLo,"Droll,  very droll",1820
36,3,11,0,15,YW3dpl9cjvQ,Inazuma eleven 2 ventisca eterna como fichar a Droll,7813
37,3,6,0,63,Q3C8VI5InJY,Droll Yankees - Yankee Flipper Squirrel-Proof Feeder,48318
38,0,0,0,10,MWj5C7ijp0g,Droll Yankees Yankee Tipper,2030
39,0,0,0,1,bBQqttROPuo,Droll - Woah Now (ft Bezo Luciano) (Flesh Killed Droll Mixtape),29
40,3,0,0,34,hKQ8LaQ0-bY,Лучшие вайны недели\Top Vine week №3.(#Droll Video) | Тушенка,5818
41,48,15,0,292,107cj_4l_rg,"Get fit - Glumpers, Funny, droll videos, cartoon comedy online",88533
42,1,0,0,16,RPWI-d__XPE,Droll Yankees - Yankee Flipper,10148
43,59,6,0,213,oiz3OvEZF9M,It only took FIVE YEARS for Droll & Lock Bird reprint... (OTS Tournament Pack 1),6179
44,0,3,0,6,fB6qxZZ2hAw,Tente Não Rir com imagens - facebook - Droll,367
45,,0,0,5,6GGhFCUXYjI,Droll Yankees Squirrel Proof Dipper,18403
46,416,52,0,1877,ofGigldO85I,GTA V - CHCECIE TRYB FABULARNY? - Droller Droll Drol,20958
47,0,0,0,2,BoUREmS7yWQ,Droll - 2L8 (Flesh Killed Droll Mixtape),61
48,63,12,0,140,GKfTEJh5cK4,DROLL & LOCK BIRD IS SOME GARBO!,3333
49,,,0,,0q_AgdFvLV8,Droll,123
,commentCount,dislikeCount,favoriteCount,likeCount,v_id,v_title,viewCount
0,49,0,0,142,3Egu4u8DLMk,Robotnik's Facetious Adventure!,7476
1,44,6,0,333,-MNSlOxgcz8,BRUHMANEGOD - Facetious (Prod. F1LTHY),8212
2,21,0,0,13,ERkca8j7dKc,"CHINA HATES GOOGLE?!? CUTE KITTENS, FACETIOUS NERIMON!",214
3,3,0,0,15,UGF8anbFA3o,No Facetious Remarks,4780
4,1,0,0,2,M7Z3ZckSrbQ,Facetious  Vs Sarcastic - Difference Between Facetious And Sarcastic,104
5,0,1,0,2,EBpGicyOBek,Facetious Meaning,867
6,2,0,0,13,uLGMRAoisX8,BRUHMANEGOD - FACETIOUS [PROD. F1LTHY],183
7,1,6,0,0,KvkLku8bDTw,Difference between Sarcastic and Facetious - Sarcastic VS  Facetious,710
8,50,5,0,10,NojrVYxrWZY,The Comparisons of Ridley's Prequels to Lucas' are Facetious and Totally Bogus,207
9,1,0,0,17,UcqnyV4VbM4,Learn English Vocabulary - New Word: Facetious,4489
10,2,1,0,11,Z2k5uZ2B9d4,Facetious Courtiers,1493
11,0,0,0,1,VUhHho2YTGM,BRUHMANEGOD -  Facetious,83
12,0,2,0,1,6ZQPUg-1vhI,"FACETIOUS 2010 PART 2 . SRI RAMAKRISHNA COLLEGE OF NURSING, coimbatore",719
13,9,0,0,4,kHyAHV2_Dsc,Facetious 71:Smoke Sumthin',27
14,7,0,0,57,pZW-1aiNXvc,Dokapon Kingdom - Facetious and Fortuitous! (Part 5),1963
15,2,0,0,9,S5s8Q6bH3wY,Facetious,633
16,0,0,0,0,w7w2wHtU3u0,Facetious,5
17,0,2,0,2,jQ9W6JgHKJI,Understanding the Usage of Facetious With Proper Examples,26
18,54,10,0,59,qC_2F4-Jt0Y,Facetious Fools,1804
19,0,0,0,0,Jzf8TDQanKs,Facetious Malayalam Short film 2016,83
20,8,1,0,92,J1Y34ARLu4E,Facetious - Vocabulary Builder 2 - ESL British English Pronunciation,1210
21,0,0,0,4,dxs8giNQbYY,ARE YOU BEING FACETIOUS?,79
22,1,0,0,2,a609rNQ8830,A facetious love story,199
23,0,0,0,4,B10unZA583o,Facetious #8: Honoring Mason/PAX South 2016,55
24,2,0,0,9,7Szm4e_3YYA,Cody Gordon - Facetious,139
25,1,0,0,1,Qe4pifo_s5I,Definition Essay: Facetious,453
26,4,11,0,36,io0kRbD-Hco,How to Pronounce Facetious,30657
27,11,6,0,25,Fjmu-iZN-fM,FACETIOUS: The Intention is in the Title,364
28,1,2,0,15,4OT4jVNRMUo,Kyle O'Sullivan - Facetious,1414
29,1,0,0,3,l-Z3AYW17f4,How to Debunk a Facetious Argument,453
30,1,0,0,2,xpI7ComLGQA,How to use FACETIOUS in a sentence,1035
31,17,0,0,79,Cz32igyGuAw,"Facetious! - Villager INC Survival with Heather, Ep 6!",2386
32,0,0,0,2,nd-Mg-E22Fg,Day 44- WORD(FACETIOUS),16
33,46,10,0,203,9UC-sJgNDCQ,How To Pronounce FACETIOUS,205009
34,0,0,0,3,9iV_Uom9fBM,How to pronounce facetious,1854
35,0,0,0,0,1Q3VQdKWGm8,Dream Catcher Necklace Pendant - Facetious Designs,206
36,0,1,0,1,aoEKZZRQSpE,What does facetious mean?,313
37,1,1,0,11,FI6ZZQdcbyc,Word of the day: Facetious,437
38,0,1,0,6,5UiJU_3ChbY,Facetious,1371
39,0,0,0,9,0pMRnvm_ykY,Kyle O'Sullivan - Facetious Part 2,833
40,2,0,0,5,uCCWjuB_JGc,Facetious Music Video Saucy,742
41,0,0,0,0,0hSjdSPKB2E,facetious may 2013,13
42,4,1,0,104,AfCS6-fDSCc,Facetious Talk with ''Kavita Bhabhi'' - Episode - 2 ! Rich or Poor Boyfriend,2568
43,36,3,0,121,DH5ZdCy8SZU,Patron Analysis 1 - Darth Facetious (positional nuances in the opening),10872
44,1,0,0,2,myyzQmwfIb0,Facetious Witticism,54
45,0,0,0,3,P8OWOM8Coi8,Facetious -meaning in English and Hindi with usage,96
46,0,0,0,0,1wgv0bbiVSw,How To Pronounce Facetious - Pronunciation Academy,403
47,2,0,0,9,tRA0DhMq5is,Kid Youtubers | Facetious BM,67
48,63,97,0,265,xb1rJFa2C7w,How to Pronounce Facetious,34658
49,3,2,0,8,3MB1CWDE4Uo,Learn English Words - Facetious,1974
,commentCount,dislikeCount,favoriteCount,likeCount,v_id,v_title,viewCount
0,0,0,0,1,kl4iG1-KLxo,egyptian jocular,29
1,0,0,0,1,TMumpzEWB-A,BLACK SABBATH - The wizard - with jocular banter,243
2,3,3,0,35,YpMkPScDSBw,ASTRONOMAR - JOCULAR,3926
3,0,0,0,1,MoWyGsAG3ps,SHARP GUY(Mega Jocular Comedy)Episode 20,93
4,10,2,0,36,p5y9z90Tnks,Full Madness Jocular Act!!,352
5,0,0,0,1,TuDhKFUoZrs,A Test of Intuition - Damon Conlan: Jocular Prestidigitator,191
6,0,0,0,2,9NAVVpPRlcU,jocular school coporal punishment3,1260
7,0,0,0,1,-S2hSGiY_yM,Jocular Meaning,111
8,54,11,0,173,3J9iNSwV2T4,"The Chasers War on Everything: Peter Garrett ""Jocular""",64582
9,65,1,0,71,lc4Hk6KNY18,A Jocular Book Haul,1530
10,0,0,0,41,x12URtpbifk,"TheKnitGirllls Ep287 - A Myriad, a Plethora, and Other Jocular Terms",2964
11,1,0,0,0,oc8Uv71YO7g,Word Of The Day: Jocular,68
12,0,0,0,1,4u3eOmtIA6E,Jocular Therapy Studio,116
13,0,0,0,1,HeznfLzuEok,#Microyald: Jocular Popery,78
14,4,0,0,14,eG_ZyFSPcxk,Wicked uncle(comedy skirt) Episode 9 - mega jocular comedy,257
15,0,0,0,0,ilKc5h8odAk,Jocular mi ului tehnician,2
16,0,0,0,1,Fydb2UlMvLs,Mega jocular comedy skit.,46
17,0,0,0,0,beiYzHML5iI,Betty McCanty   A Jocular Tale,79
18,2,0,0,8,vj19qHxNeGk,Tal ko pani dance (Jocular),129
19,0,0,0,3,WFrAmBtbXw0,G. P. Telemann: Wassermusik (TWV55:C3) - VI. Arlecchinata: Der schertzende Tritonus [Jocular Triton],1782
20,9,0,0,38,wFm16dcbOvA,Maa Ka Pyar | Mother's Day Special | The Jocular Gang | Happy Mother's Day,314
21,0,0,0,2,feH8RD0KhfY,Jocular,120
22,0,0,0,5,GxZnJBvCGLg,Jocular interview boys vs Girl,40
23,26,0,0,20,4WzGmPt7R8o,"JOCULAR JAZZ AT WAWI BEER GARDEN - Munich, Germany - Leonard Does Europe #13",529
24,0,0,0,1,uyHfB_YDeeM,funny dog video - great dane and jocular,17
25,0,0,0,6,bgXrrC_7nvQ,59. Jocular - Word of the Day - Learn with Cindy,112
26,2,1,0,3,RXICP4tgKsA,JOCULAR MOMS,23
27,2,0,0,2,vHlTGeWvoU8,How to use JOCULAR in a sentence,258
28,0,1,0,4,tQ9opDY4o8Q,Jocular Jindosh | Dishonored 2,143
29,4,1,0,4,GtmJP2ymsUk,Jewelled Jocular July at Amanda Addams,662
30,2,2,0,4,DxleM_QrvlY,Jessey Jocular - Flower Make up Tutorial [HD],138
31,0,0,0,1,e5_NES9jz9A,Australia Group- Academic Summary Jocular Mockery,79
32,0,0,0,3,_hQ3D2rjNeo,Jocular Spectalkular 14 - Wisconsin Grav Trip with Travis & Gravity Rush 2,12
33,0,0,0,6,o5dpTQ4c8zs,Magic For Your Business - Damon Conlan: Jocular Prestidigitator,151
34,0,1,0,21,tbC91LcGjSs,[東方/Jazz] SaXi - Jocular Newspaper,5602
35,0,0,0,0,H1u6bD-UFIA,SAT Vocabulary Words and Definitions — Jocular,28
36,0,0,0,2,4i9teuSHaY4,jocular school coporal punishment1,743
37,4,1,0,17,HCFxM7xh854,John Thompson's Grade 2 No.53 Jocularity (P.84) 诙谐曲 Sheet Music,5872
38,0,0,0,12,0TzdffEzhiI,Jocular.in,312
39,14,11,0,100,v7KKHeDaiKs,John Thompson's Grade 2 No.53 Jocularity (P.84) 诙谐曲,26015
40,6,1,0,30,CAnrhj_qGh4,Comedy Dance Performance(Jocular),626
41,0,0,0,2,RPOpxidlgXY,Poker Practice - Damon Conlan: Jocular Prestidigitator,102
42,8,0,0,28,eWrP59bQEkU,Dramatic Girlfriend | The Jocular Gang,282
43,2,0,0,17,pQRbS79m4L4,Pakistanion Ki Common Aadatayn | The Jocular Gang,98
44,1,0,0,17,EfJqvbAguF8,PERFECT HOME-A short film by Jocular,443
45,3,0,0,21,9vcMRPn2sEQ,Exams | Bloopers | The Jocular Gang,215
46,6,1,0,33,w49VPxttqSA,Funny Exam Result Reactions -| THE JOCULAR HONCHOS |,378
47,0,0,0,0,NpOyn4HtCQ8,Sapi kelas 8 Jocular SMPN 4 Tasikmalaya mengamuk,26
48,3,0,0,8,b2_h-ZRus8A,Deiter Tasso:  A Jocular Juggler,1242
49,2,7,0,7,UhGFkcQil0M,leaving jocular disposition???? ~Rosie,90
,commentCount,dislikeCount,favoriteCount,likeCount,v_id,v_title,viewCount
0,2,3,0,2,PgmavU0ONSs,Jokey Hatası,1695
1,0,0,0,11,oYULyNw4VWk,TARİHİ REKORA İMZA ATAN JOKEY ÖDÜLLENDİRİLDİ,4663
2,,2,0,3,x2Y37tJTBjY,AT YARIŞINI BİR DE BÖYLE İZLEYİN (JOKEY KAMERASI 3 ),1245
3,1,1,0,7,cu_ia2SvBDI,Smurfs 7x15 Jokey's Joke Book,1242
4,44,29,0,475,ADXDsnNfMAM,Kiss Ádám értékelése - Jokey - Videósok - Ki Mit Tube 2015,58074
5,15,6,0,96,RiHN_mVZ1O4,Full Remix DISC JOKEY DORAEMON BASS GILANO KEREN,19794
6,50,125,0,693,1lQE0ONckKI,МС ПОХ ПРИЕХАЛ НА ВЕРСУС. VERSUS BATTLE MC POH - JOKEY,37671
7,1,0,0,2,JANJU1CS3aQ,Urfalı jokey Ömer Kaya son yolculuğuna uğurlandı,7823
8,5,1,0,30,RR4bQxCLQzM,5 TEMMUZ 2016|İSTANBUL VELİEFENDİ HİPODROMU|2 YAŞLI DİŞİ İNGİLİZ TAYI|JOKEY KAMERASI İLE|1000m GALOP,10623
9,0,2,0,9,MMJWiE9ObK8,"2016 YILI 90. GAZİ KOŞUSU'NU GRAYSTORM, JOKEY AHMET ÇELİK İLE KAZANDI.",8680
10,47,101,0,498,MdYPhJBkkI8,Jokey olmak kolay değil!,328915
11,7,3,0,19,MMFGs-SF-F8,What’s in Jokey’s Box? #1 • The Smurfs,10149
12,1,0,0,5,fdK7D4oXkB8,Smurfs   4x07   Jokey's Funny Bone,1198
13,0,0,0,0,LblGt0vDnt8,Jokey pompa nedir? UL ve FM listesi onayı nasıl alınır?,83
14,0,2,0,14,n2HdeOGON1M,【SMAP】SUPER JOKEY'95 3 19,5794
15,3,9,0,50,Cu0IrGCZQ24,SPOR YAPIYORUZ - SADETTİN BOYRAZ İLE JOKEY OLMAK,29789
16,133,61,0,2545,qSBju9DFB6k,Vida do Crime - Mc Jokey O Coringa & Alex NSC,195939
17,6,8,0,30,u6RNKTgIkFo,Diriliş ertuğrul a rakip |jokey kılıçtaroğlu,16673
18,7,1,0,49,oSqQgbVRNno,medley mc lukinhas mc jokey mc alailsinho mc kapeta,3799
19,14,5,0,90,4bd2GBBwUx0,"men of unquiet desperation - ""jokey""",16618
20,1,0,0,1,_Fwy57a2ylY,18.01.1987 - WILLIAM GIRAUD KOŞUSU-İZMİR- DISNEYLAND-JOKEY SÜLEYMAN AKDI,863
21,8,4,0,245,QFTM28WGTNc,"MC CAROL-Eterno Jokey ,Part.ALEX(NSC)WebClip",12335
22,2,3,0,35,mv7KV5iuzik,Kuklagiller- Atını koşarak geçen Jokey,9819
23,1,2,0,16,r_Aza7QeTeE,Jokey Kavgası,60776
24,179,385,0,1943,P9N4IqWmLSw,Jokey's Medecine • The Smurfs,1461630
25,5,4,0,10,yzRV-JgGsPA,JOKEY ERHAN YAVUZ UN ŞİKE YAPMA İHTİMALİ,16297
26,0,0,0,5,U5MeUPzr5TE,Jokey Özcan yıldırım,510
27,2,4,0,15,GogbztrXlpQ,jokey smurf gets some smurftonium!,2880
28,34,90,0,16,Ix51xB0CqCU,Vicdansız jokey 1. geleyim derken atı döve döve bayılttı,72311
29,0,0,0,0,legs3K3_LhA,Jokey Ömer Kaya nın Düşme Anı...,4286
30,24,169,0,40,VXfSXFJES5Y,Jokey - Mi mint Youtube Videósok - Vblog - Ki Mit Tube 2015,5573
31,0,0,0,4,K61ttvY3p_s,Kendini jokey sanan adam... Ayrıl da gel!,1896
32,4,2,0,1,u9INeIoahBA,Şanlıurfalı Jokey Ömer Kaya Feci Şekilde kaza geçirdi-www.sanliurfa63.com,8572
33,0,3,0,24,9oao7YQ6cuQ,Felaket Anları :  Ayağı Üzengiye Takılan Jokey  (Türkçe Belgesel),12367
34,17,0,0,23,lcGQEVJVfD4,ICW High Voltage #2 (Queen Maya vs Jokey),782
35,1,0,0,2,ttF1ipz4AhQ,Jokey Interpack 2014 EN,1288
36,0,5,0,8,Hub19ZvEyks,At yarışında jokey/apranti farkı ( Ö.Yıldırım),10670
37,0,0,0,1,BcN3ptIvOiU,Paxxo & Jokey 2016 Highlight Reel,126
38,38,4,0,475,1dCM1al6BNI,Eterno Mc Jokey - Voltei No Tempo part. Equipe Bola 13 (Feroz Produções),22908
39,3,1,0,3,6D6WBKICMw8,Jokey Ömer Kaya vefat etti,3698
40,2,17,0,315,igu7XAQBrcs,Kantik -  Jokey & Killas Girls (Original) NEW 2015,181371
41,2,0,0,13,gkSnxAiGuhg,İbrahim Kaya 'dan Jokey Taklitleri,1321
42,0,3,0,17,e553eLCGpOU,Schlümpfe - Jokey's Buch der Scherze (1/2),13073
43,1,1,0,8,FyUDr8wCKnA,Richie Spice - Jokey Jokey *A Chaka Rastar Exclusive*,1183
44,0,0,0,0,aiY1xTMPyak,Babaların Babası - Jokey Sahnesi,311
45,,2,0,10,io89dVoa150,AT YARIŞINI BİR DE BÖYLE İZLEYİN ( JOKEY KAMERASI)...,4552
46,1,1,0,15,4-PyuzHQ7B8,О компании Jokey,9439
47,0,1,0,1,Kst_AtNSY-g,Esra Erol Şilan'ın Jokey Talibi 26 Nisan 2016 ✿◕ ‿ ◕✿ Update 4.5.2016,3331
